student_id,subject,topic,difficulty,quiz_score,time_spent,accuracy,consistency,recommended_hours
1313,Databases,Joins,Medium,66,54,71.16,Medium,2.27
1314,DSA,Arrays,Medium,56,49,68.07,High,3.29
1315,Operating Systems,Deadlocks,Easy,89,143,78.3,Low,2.19
1316,Python,File Handling,Easy,75,33,66.51,Low,3.49
1317,Machine Learning,Clustering,Medium,47,29,68.19,Low,3.25
1318,Python,OOP,Easy,62,28,73.38,Low,2.04
1319,DSA,Linked List,Easy,94,87,53.41,High,2.87
1320,Machine Learning,Clustering,Easy,60,171,63.06,High,2.23
1321,Machine Learning,Classification,Medium,82,85,76.39,Low,2.8
1322,Databases,SQL Basics,Hard,89,116,93.28,Medium,2.61
1323,Machine Learning,SVM,Medium,52,156,75.57,Medium,1.92
1324,Python,Exceptions,Medium,67,119,92.17,Low,2.88
1325,Machine Learning,Clustering,Hard,60,146,57.16,High,3.3
1326,Python,OOP,Easy,98,143,57.06,Medium,2.99
1327,Python,Basics,Easy,40,72,76.68,Medium,1.59
1328,Python,Modules,Hard,78,74,74.45,Medium,2.33
1329,Databases,SQL Basics,Easy,93,70,69.74,Medium,2.44
1330,Machine Learning,Neural Networks,Medium,77,88,50.71,Low,3.56
1331,DSA,Arrays,Medium,100,54,60.38,Medium,2.91
1332,DSA,Queue,Medium,75,86,52.74,Medium,2.92
1333,Python,Modules,Easy,83,21,63.76,Low,2.89
1334,Machine Learning,Neural Networks,Hard,100,58,96.56,Low,3.21
1335,Machine Learning,Neural Networks,Easy,84,63,88.05,Low,1.8
1336,Databases,Indexes,Medium,65,153,70.5,Medium,2.45
1337,Machine Learning,Clustering,Easy,73,91,56.55,Low,3.32
1338,Python,Modules,Hard,53,108,56.3,Low,4.03
1339,Machine Learning,Neural Networks,Hard,59,81,71.22,Low,2.92
1340,Operating Systems,Memory,Medium,54,53,63.71,High,3.44
1341,Machine Learning,Neural Networks,Easy,42,175,92.15,High,1.97
1342,Databases,Joins,Medium,66,167,94.77,Low,2.48
1343,Databases,Joins,Easy,61,49,82.33,High,1.99
1344,Python,File Handling,Easy,92,122,83.26,Medium,1.57
1345,Operating Systems,Memory,Medium,54,70,74.26,Low,2.37
1346,Machine Learning,Classification,Easy,42,172,82.9,High,1.43
1347,Databases,Indexes,Medium,88,23,61.73,Medium,3.37
1348,Python,File Handling,Hard,93,66,74.66,High,2.87
1349,DSA,Stack,Medium,68,97,91.58,Medium,2.39
1350,Databases,Normalization,Easy,76,115,83.34,Medium,1.65
1351,Operating Systems,Memory,Hard,73,49,81.83,High,2.91
1352,Operating Systems,Processes,Easy,53,110,94.08,High,1.91
1353,Databases,Indexes,Medium,86,72,71.88,Medium,2.47
1354,Machine Learning,Classification,Easy,61,133,92.69,Medium,1.94
1355,Operating Systems,Deadlocks,Medium,49,162,51.0,Low,3.29
1356,Databases,Joins,Medium,72,122,92.92,High,2.04
1357,DSA,Linked List,Easy,86,140,57.63,Low,3.44
1358,Python,Basics,Easy,61,153,82.91,High,1.33
1359,Databases,Indexes,Hard,78,143,85.23,Medium,2.37
1360,Python,Modules,Hard,79,43,60.51,Medium,3.82
1361,Machine Learning,Clustering,Hard,50,88,71.74,High,2.91
1362,Python,File Handling,Hard,92,92,58.08,Medium,3.79
1363,Machine Learning,Classification,Hard,47,44,90.2,Low,2.95
1364,Databases,Indexes,Easy,74,89,55.1,High,2.41
1365,Databases,SQL Basics,Hard,60,152,56.51,High,3.9
1366,Machine Learning,SVM,Medium,41,60,73.43,High,1.74
1367,Operating Systems,Threads,Medium,55,74,70.99,High,1.87
1368,Databases,SQL Basics,Medium,58,110,65.42,Medium,3.35
1369,Operating Systems,Deadlocks,Hard,68,63,86.2,Medium,2.95
1370,Machine Learning,Clustering,Easy,96,150,75.48,Medium,1.4
1371,Operating Systems,Deadlocks,Hard,73,142,70.9,Low,3.09
1372,Operating Systems,Memory,Medium,61,80,88.47,Medium,1.88
1373,Machine Learning,Classification,Easy,58,62,83.28,High,1.83
1374,Machine Learning,Neural Networks,Easy,62,86,77.83,Low,2.3
1375,Machine Learning,SVM,Easy,100,129,82.08,High,1.29
1376,DSA,Linked List,Easy,42,155,74.78,Low,2.47
1377,Python,Exceptions,Hard,43,141,86.0,High,2.98
1378,Python,Exceptions,Hard,97,175,89.85,Low,3.26
1379,Databases,Indexes,Medium,52,101,72.09,Medium,2.29
1380,Operating Systems,Threads,Easy,65,125,84.01,Medium,1.47
1381,Machine Learning,Clustering,Medium,52,141,56.3,High,3.24
1382,Operating Systems,Deadlocks,Easy,100,162,76.5,High,1.65
1383,Python,OOP,Easy,73,41,91.16,Medium,1.7
1384,Databases,Indexes,Medium,62,172,62.54,Low,3.89
1385,Databases,Normalization,Easy,80,106,74.41,High,1.93
1386,DSA,Stack,Hard,51,179,55.99,Low,4.12
1387,Machine Learning,Clustering,Hard,71,75,54.31,High,3.52
1388,DSA,Stack,Easy,54,27,88.0,Medium,1.86
1389,Machine Learning,Neural Networks,Easy,58,36,81.3,Medium,1.38
1390,DSA,Trees,Medium,80,144,88.58,Low,2.73
1391,Machine Learning,Regression,Medium,81,116,64.92,Low,3.46
1392,Python,OOP,Hard,70,152,62.87,Medium,3.81
1393,DSA,Linked List,Medium,51,92,56.0,Medium,3.46
1394,Machine Learning,SVM,Easy,75,56,99.98,High,1.2
1395,Operating Systems,Processes,Medium,74,178,61.54,Medium,3.07
1396,Databases,Joins,Hard,100,78,82.06,Low,3.24
1397,Machine Learning,Classification,Medium,74,88,66.38,Low,3.44
1398,DSA,Graphs,Easy,92,177,73.86,Medium,1.58
1399,Python,Modules,Hard,62,180,77.3,Low,2.88
1400,DSA,Arrays,Hard,75,66,57.91,Low,4.05
1401,DSA,Linked List,Easy,70,145,71.91,Low,2.3
1402,Machine Learning,Neural Networks,Hard,75,81,81.93,High,2.58
1403,Machine Learning,Classification,Easy,83,33,64.17,Low,3.37
1404,Operating Systems,Deadlocks,Easy,99,49,94.11,High,1.36
1405,Databases,Joins,Medium,68,147,89.84,Medium,2.21
1406,Python,Modules,Easy,92,139,58.01,Medium,2.9
1407,Databases,Indexes,Easy,70,158,61.41,Medium,2.38
1408,Machine Learning,SVM,Easy,64,177,64.07,High,2.97
1409,Operating Systems,Memory,Hard,95,116,94.57,Medium,2.59
1410,Databases,SQL Basics,Easy,51,66,60.5,Low,3.15
1411,Operating Systems,Threads,Hard,86,30,64.76,High,3.97
1412,Machine Learning,Neural Networks,Medium,69,156,90.26,Medium,2.15
1413,Python,File Handling,Hard,72,170,61.23,Medium,3.76
1414,Python,OOP,Medium,68,57,57.99,Medium,3.18
1415,DSA,Linked List,Easy,83,165,75.59,Medium,1.68
1416,Machine Learning,Neural Networks,Easy,94,68,66.61,Low,3.05
1417,DSA,Queue,Medium,82,119,99.4,Medium,1.75
1418,Databases,Normalization,Easy,44,165,93.9,Medium,1.21
1419,DSA,Arrays,Hard,94,44,86.32,High,2.59
1420,Python,Modules,Easy,47,167,72.13,Medium,1.35
1421,Operating Systems,Threads,Easy,50,115,88.59,Medium,1.77
1422,Python,OOP,Medium,93,57,74.8,Low,2.54
1423,Machine Learning,Neural Networks,Medium,51,140,88.54,Medium,2.01
1424,Databases,SQL Basics,Medium,82,101,63.88,Low,3.41
1425,DSA,Trees,Medium,44,55,88.69,Low,2.76
1426,Python,Exceptions,Easy,57,161,77.93,Medium,1.38
1427,Operating Systems,Processes,Hard,72,45,62.3,High,3.77
1428,Operating Systems,Processes,Medium,96,112,88.77,Low,2.33
1429,Operating Systems,Deadlocks,Hard,66,92,72.03,Medium,2.8
1430,Databases,Normalization,Easy,78,104,64.32,Low,3.18
1431,DSA,Queue,Medium,41,170,97.82,Medium,1.89
1432,DSA,Graphs,Medium,67,102,58.17,High,3.27
1433,DSA,Graphs,Hard,44,144,83.88,Medium,2.51
1434,Operating Systems,Threads,Hard,44,21,67.41,Medium,3.36
1435,Machine Learning,SVM,Medium,56,36,97.85,High,1.75
1436,Machine Learning,Clustering,Medium,72,180,64.62,Medium,3.05
1437,Machine Learning,Classification,Hard,96,109,74.54,High,2.31
1438,Databases,SQL Basics,Medium,54,62,60.3,Low,3.36
1439,Databases,Normalization,Medium,78,37,93.5,High,2.31
1440,Operating Systems,Processes,Easy,85,180,91.83,High,1.33
1441,Python,Exceptions,Medium,66,82,63.04,Medium,3.05
1442,DSA,Trees,Medium,81,83,58.79,Low,3.67
1443,Databases,Normalization,Medium,46,118,50.71,Medium,2.77
1444,Operating Systems,Memory,Hard,84,135,81.4,Low,3.14
1445,Databases,SQL Basics,Easy,89,163,74.23,Low,1.75
1446,Python,File Handling,Hard,53,121,59.54,High,3.68
1447,Operating Systems,Deadlocks,Easy,100,108,51.72,Low,3.31
1448,Databases,Normalization,Easy,87,87,92.84,High,1.69
1449,DSA,Arrays,Hard,89,22,76.71,High,2.74
1450,Operating Systems,Threads,Easy,99,146,56.83,Low,2.89
1451,Operating Systems,Deadlocks,Hard,56,141,84.6,High,2.92
1452,Databases,SQL Basics,Hard,53,127,99.03,Low,3.46
1453,DSA,Arrays,Medium,72,169,67.42,Medium,3.01
1454,Databases,Indexes,Easy,52,104,65.71,Low,3.1
1455,Python,Exceptions,Easy,99,80,80.2,High,1.94
1456,Machine Learning,Regression,Easy,50,39,51.48,High,2.57
1457,DSA,Trees,Medium,64,162,94.57,High,2.41
1458,DSA,Linked List,Medium,87,86,94.76,Medium,2.08
1459,Machine Learning,SVM,Hard,81,125,82.4,High,2.32
1460,DSA,Linked List,Easy,61,143,72.87,High,1.24
1461,Python,Basics,Easy,73,105,59.93,High,2.91
1462,Machine Learning,Neural Networks,Medium,94,30,56.12,Low,3.59
1463,Operating Systems,Memory,Easy,77,174,82.53,Low,2.28
1464,Operating Systems,Deadlocks,Medium,53,60,88.72,High,1.87
1465,Operating Systems,Deadlocks,Medium,68,80,92.62,Low,2.83
1466,DSA,Arrays,Medium,68,97,85.08,Low,2.81
1467,Machine Learning,Neural Networks,Medium,46,153,91.67,Low,2.83
1468,Python,Basics,Easy,49,143,57.78,High,2.82
1469,Machine Learning,Neural Networks,Easy,69,153,94.11,Low,2.32
1470,Python,Basics,Medium,68,49,64.68,High,3.09
1471,Databases,Indexes,Medium,62,150,64.8,Low,3.6
1472,Python,Exceptions,Easy,52,48,93.65,Medium,1.77
1473,DSA,Queue,Hard,50,27,92.07,High,2.66
1474,DSA,Trees,Medium,90,126,67.29,Low,3.72
1475,Machine Learning,SVM,Hard,95,171,53.34,High,3.61
1476,Operating Systems,Deadlocks,Hard,100,126,82.02,Medium,2.67
1477,Python,Modules,Hard,84,20,67.78,High,3.31
1478,Operating Systems,Memory,Hard,86,100,87.6,Low,3.0
1479,Python,Basics,Hard,89,35,87.08,High,2.2
1480,Machine Learning,SVM,Easy,84,65,60.21,Low,3.19
1481,Machine Learning,Regression,Medium,97,38,69.84,Medium,3.07
1482,Machine Learning,Neural Networks,Easy,75,80,71.31,High,1.98
1483,DSA,Linked List,Hard,56,145,88.21,Low,3.26
1484,Operating Systems,Deadlocks,Medium,72,92,71.68,High,1.75
1485,Machine Learning,Regression,Easy,71,137,60.41,Medium,2.28
1486,Databases,Normalization,Medium,94,171,62.38,Low,3.71
1487,Machine Learning,SVM,Easy,59,172,72.11,Low,1.82
1488,Machine Learning,Neural Networks,Hard,89,100,75.1,Medium,2.23
1489,Python,Exceptions,Hard,97,174,75.27,Medium,2.71
1490,DSA,Queue,Easy,90,146,75.32,Medium,1.69
1491,DSA,Graphs,Medium,66,23,88.78,Medium,1.94
1492,Databases,Normalization,Easy,41,20,64.91,High,2.88
1493,Databases,SQL Basics,Easy,71,170,59.92,High,2.34
1494,Machine Learning,Regression,Hard,98,43,93.42,High,2.75
1495,DSA,Linked List,Medium,40,21,79.08,Medium,2.04
1496,DSA,Arrays,Hard,73,22,88.17,Low,3.15
1497,DSA,Trees,Hard,63,160,84.77,Low,2.78
1498,Operating Systems,Threads,Easy,81,113,76.18,Low,2.14
1499,Machine Learning,Classification,Medium,57,99,92.67,Medium,2.09
1500,DSA,Stack,Hard,58,57,90.92,Medium,2.95
1501,DSA,Linked List,Hard,90,64,86.64,Medium,2.37
1502,Machine Learning,SVM,Medium,63,164,94.6,Medium,1.8
1503,DSA,Queue,Hard,60,55,50.08,Medium,3.78
1504,Machine Learning,Regression,Hard,52,93,67.5,High,3.47
1505,Databases,SQL Basics,Medium,90,65,70.31,High,2.18
1506,Python,OOP,Easy,51,122,99.04,Medium,1.96
1507,Python,Modules,Medium,54,121,54.1,High,3.02
1508,DSA,Linked List,Hard,56,133,85.63,Low,2.78
1509,Operating Systems,Memory,Medium,85,57,78.88,High,2.25
1510,Machine Learning,Clustering,Easy,52,149,74.13,High,1.7
1511,DSA,Arrays,Hard,83,163,70.38,Low,2.89
1512,Machine Learning,Clustering,Hard,67,81,63.79,Low,3.88
1513,Operating Systems,Memory,Hard,48,26,91.02,Low,3.25
1514,DSA,Linked List,Medium,89,64,99.6,Medium,1.99
1515,Operating Systems,Memory,Easy,97,178,99.58,Medium,1.62
1516,Python,File Handling,Medium,70,30,86.33,High,1.72
1517,Python,Modules,Hard,67,33,75.71,Medium,2.36
1518,Operating Systems,Processes,Easy,40,34,87.28,Low,1.97
1519,Machine Learning,SVM,Hard,100,57,57.28,Medium,3.41
1520,Machine Learning,Regression,Medium,49,112,87.65,Low,2.95
1521,Machine Learning,Clustering,Easy,68,32,97.54,Low,1.84
1522,DSA,Queue,Easy,84,175,69.8,Medium,2.41
1523,Python,Basics,Hard,61,30,66.06,Medium,3.25
1524,Machine Learning,Neural Networks,Medium,73,115,72.34,Low,2.72
1525,Databases,Joins,Medium,99,145,61.57,Medium,2.9
1526,Databases,Normalization,Hard,56,176,60.13,Medium,3.33
1527,Machine Learning,Regression,Hard,57,72,86.66,Low,2.79
1528,Python,OOP,Hard,45,113,54.58,High,3.4
1529,DSA,Arrays,Easy,43,140,64.62,High,2.53
1530,DSA,Queue,Easy,94,163,58.89,Medium,2.78
1531,DSA,Queue,Hard,69,54,61.46,High,3.33
1532,Machine Learning,SVM,Medium,100,91,85.51,High,2.3
1533,Operating Systems,Deadlocks,Easy,85,111,73.24,High,1.6
1534,Operating Systems,Memory,Hard,78,114,61.04,Low,4.36
1535,DSA,Graphs,Easy,64,166,99.55,High,1.53
1536,Operating Systems,Threads,Hard,66,95,51.77,Low,3.75
1537,Python,Modules,Hard,84,90,59.11,Medium,3.25
1538,Machine Learning,Clustering,Easy,45,154,72.32,Low,1.72
1539,Python,Exceptions,Hard,84,92,86.38,High,2.45
1540,DSA,Stack,Easy,77,143,50.55,High,2.31
1541,Databases,SQL Basics,Medium,59,99,88.36,Low,2.83
1542,Databases,Indexes,Easy,51,173,89.77,High,1.75
1543,Databases,SQL Basics,Medium,43,93,89.33,Low,2.57
1544,Operating Systems,Processes,Hard,43,159,85.3,Low,3.1
1545,DSA,Trees,Easy,51,47,92.71,Medium,1.92
1546,Machine Learning,SVM,Easy,55,138,76.18,Low,2.49
1547,Operating Systems,Memory,Easy,62,111,89.17,Medium,1.49
1548,Python,Modules,Hard,75,165,96.73,Medium,2.73
1549,Machine Learning,SVM,Hard,68,99,89.38,Low,2.89
1550,Machine Learning,Classification,Hard,71,157,74.9,High,2.61
1551,DSA,Trees,Medium,94,78,86.92,Low,2.5
1552,Python,Exceptions,Hard,77,50,91.43,High,2.77
1553,Databases,Joins,Hard,88,106,93.76,High,2.63
1554,DSA,Stack,Easy,94,112,64.12,Medium,2.71
1555,DSA,Linked List,Medium,68,115,82.5,Medium,2.4
1556,DSA,Arrays,Hard,92,117,72.8,Medium,2.83
1557,Operating Systems,Memory,Easy,86,52,52.71,Medium,2.27
1558,Python,File Handling,Hard,91,114,99.69,High,2.56
1559,Python,File Handling,Medium,54,111,83.17,High,2.28
1560,Databases,Indexes,Easy,55,81,63.8,Medium,2.91
1561,Machine Learning,Regression,Hard,61,70,92.96,Medium,2.24
1562,Operating Systems,Deadlocks,Medium,72,175,86.79,Low,2.38
1563,Databases,Normalization,Medium,93,70,50.02,High,3.46
1564,Machine Learning,Regression,Medium,77,175,86.83,High,1.76
1565,Machine Learning,Neural Networks,Easy,69,66,52.07,Low,3.34
1566,Operating Systems,Threads,Hard,44,114,90.65,High,2.55
1567,Operating Systems,Threads,Easy,71,134,80.91,High,1.77
1568,DSA,Trees,Medium,66,110,82.32,Low,2.88
1569,Machine Learning,SVM,Hard,40,54,81.19,Medium,2.82
1570,Operating Systems,Deadlocks,Hard,81,58,88.57,Medium,2.26
1571,Operating Systems,Threads,Easy,71,81,57.9,High,2.77
1572,Databases,Normalization,Easy,57,64,71.16,Low,2.31
1573,Python,Modules,Medium,61,51,75.71,Medium,2.0
1574,DSA,Linked List,Medium,43,173,83.95,Medium,2.31
1575,DSA,Stack,Easy,90,135,88.98,Low,1.78
1576,Machine Learning,Clustering,Easy,79,108,71.38,Low,2.32
1577,Databases,Joins,Medium,63,105,56.21,Low,3.8
1578,Machine Learning,Classification,Hard,57,113,71.73,Medium,2.78
1579,DSA,Queue,Hard,44,80,66.39,Medium,3.8
1580,Operating Systems,Processes,Medium,90,124,84.48,High,2.2
1581,Operating Systems,Deadlocks,Medium,52,60,84.57,Medium,1.82
1582,Databases,Joins,Easy,67,151,79.69,Medium,1.62
1583,Databases,SQL Basics,Hard,48,55,56.33,Medium,3.39
1584,Databases,Joins,Medium,55,114,57.66,Low,3.42
1585,Machine Learning,Neural Networks,Easy,99,114,66.47,Medium,2.46
1586,Python,File Handling,Hard,70,121,77.04,Medium,2.97
1587,Python,OOP,Easy,69,113,57.54,Medium,2.34
1588,DSA,Linked List,Medium,53,60,93.3,Medium,1.84
1589,Machine Learning,SVM,Easy,87,136,92.52,High,1.71
1590,Databases,Joins,Hard,74,87,99.6,High,2.73
1591,Python,Basics,Hard,93,90,55.55,Medium,3.71
1592,Python,Exceptions,Hard,46,89,69.39,Medium,3.88
1593,Machine Learning,Classification,Easy,100,143,52.35,Medium,2.95
1594,Machine Learning,Classification,Hard,57,55,79.4,High,2.71
1595,Databases,Joins,Hard,99,163,56.02,Medium,3.54
1596,Python,Basics,Easy,61,149,75.39,High,1.8
1597,Python,Exceptions,Easy,68,45,54.29,Low,3.01
1598,Machine Learning,SVM,Easy,57,157,73.63,Medium,1.83
1599,Machine Learning,Clustering,Hard,40,42,87.47,High,2.6
1600,Operating Systems,Deadlocks,Hard,66,119,95.62,High,2.84
1601,Operating Systems,Deadlocks,Hard,77,97,97.0,High,2.6
1602,Operating Systems,Deadlocks,Medium,93,116,94.07,Low,2.26
1603,Machine Learning,Neural Networks,Hard,50,155,90.84,Medium,2.66
1604,Databases,SQL Basics,Easy,75,57,69.5,Medium,2.41
1605,Python,OOP,Hard,95,37,63.24,High,3.96
1606,Machine Learning,Clustering,Easy,86,112,73.71,Low,2.07
1607,Machine Learning,Classification,Hard,64,68,57.92,High,3.82
1608,Operating Systems,Memory,Medium,68,128,83.01,High,2.17
1609,Operating Systems,Memory,Medium,84,139,97.15,Medium,2.1
1610,Machine Learning,Classification,Easy,53,51,96.17,Medium,1.91
1611,Python,Modules,Easy,98,43,84.8,High,1.35
1612,Python,Exceptions,Medium,45,162,52.06,Medium,2.97
1613,Machine Learning,Classification,Medium,41,167,99.57,Low,2.66
1614,Python,Modules,Easy,60,47,59.78,Low,3.05
1615,Machine Learning,SVM,Hard,51,60,78.19,Low,3.24
1616,Operating Systems,Deadlocks,Medium,68,172,67.77,High,3.06
1617,Machine Learning,SVM,Hard,79,55,98.16,High,2.52
1618,DSA,Stack,Medium,96,171,92.44,Medium,1.79
1619,DSA,Stack,Easy,71,70,70.85,High,1.61
1620,Machine Learning,Neural Networks,Hard,65,112,97.85,High,2.91
1621,Machine Learning,Neural Networks,Hard,59,118,94.14,High,2.52
1622,DSA,Graphs,Hard,47,27,76.66,High,2.38
1623,Python,Modules,Medium,65,53,86.5,Medium,2.09
1624,Operating Systems,Threads,Hard,100,71,84.53,Medium,2.29
1625,Python,Exceptions,Medium,45,145,63.46,Medium,2.82
1626,DSA,Stack,Hard,44,94,69.68,Low,3.9
1627,Operating Systems,Deadlocks,Easy,57,111,57.68,Low,3.32
1628,Databases,Joins,Hard,59,35,68.65,Medium,3.63
1629,Python,OOP,Easy,40,67,83.82,Medium,2.0
1630,DSA,Queue,Medium,84,179,87.73,High,2.2
1631,Machine Learning,Classification,Easy,60,166,69.91,Low,2.77
1632,Python,Modules,Easy,66,97,88.83,High,1.56
1633,DSA,Arrays,Hard,64,115,50.9,High,3.76
1634,Python,Modules,Medium,64,138,87.24,Medium,1.71
1635,Databases,SQL Basics,Easy,44,146,78.77,High,1.21
1636,Databases,Joins,Easy,47,141,59.7,Medium,2.27
1637,Python,Exceptions,Medium,70,149,53.52,Low,3.88
1638,Machine Learning,Classification,Medium,60,120,57.59,Medium,3.04
1639,Python,Exceptions,Easy,87,68,80.88,High,1.69
1640,Python,OOP,Easy,94,53,75.5,Medium,1.62
1641,Python,OOP,Medium,80,180,64.82,Medium,3.47
1642,DSA,Stack,Hard,48,26,93.09,High,2.43
1643,Machine Learning,SVM,Medium,88,131,93.58,Low,2.75
1644,Machine Learning,Neural Networks,Easy,81,49,53.31,Low,3.26
1645,Machine Learning,Classification,Easy,91,82,96.52,Medium,1.46
1646,Python,OOP,Medium,100,142,56.33,High,2.72
1647,Databases,Normalization,Easy,79,135,89.22,High,1.28
1648,DSA,Stack,Easy,73,171,64.07,High,2.25
1649,Python,Basics,Easy,47,42,52.11,High,2.8
1650,Python,File Handling,Hard,61,100,80.36,High,2.3
1651,DSA,Graphs,Medium,98,125,59.72,Low,3.89
1652,DSA,Graphs,Medium,67,44,57.9,High,3.17
1653,Databases,Indexes,Medium,45,119,80.17,Low,2.8
1654,Databases,Indexes,Medium,45,47,64.63,Medium,2.92
1655,DSA,Graphs,Hard,78,166,88.07,Medium,2.53
1656,DSA,Arrays,Hard,64,74,63.06,High,3.88
1657,Databases,SQL Basics,Easy,83,21,52.85,Medium,2.91
1658,DSA,Trees,Easy,77,116,69.11,Medium,2.21
1659,Databases,Indexes,Hard,74,51,53.06,Low,3.79
1660,Machine Learning,SVM,Medium,66,144,85.37,Low,2.74
1661,Python,OOP,Hard,57,174,70.11,Low,2.88
1662,Machine Learning,SVM,Easy,58,110,81.12,Low,2.28
1663,DSA,Graphs,Hard,68,178,57.47,Low,4.31
1664,DSA,Linked List,Hard,46,66,68.66,High,3.71
1665,Operating Systems,Processes,Hard,84,38,91.41,Medium,2.76
1666,Machine Learning,Clustering,Hard,42,65,90.86,High,2.54
1667,Operating Systems,Memory,Easy,84,159,63.71,High,2.89
1668,Machine Learning,Classification,Easy,86,67,67.96,Medium,2.42
1669,Machine Learning,Regression,Easy,46,90,89.55,Low,1.71
1670,Operating Systems,Processes,Medium,50,89,97.97,Low,2.6
1671,Operating Systems,Deadlocks,Easy,62,161,66.28,High,2.99
1672,Python,Exceptions,Hard,74,113,93.1,High,2.7
1673,Databases,Joins,Medium,93,134,67.65,Medium,2.98
1674,Operating Systems,Memory,Medium,41,28,73.48,Low,2.5
1675,Python,File Handling,Easy,63,103,90.88,High,1.99
1676,Databases,Normalization,Hard,53,21,70.3,High,2.46
1677,Operating Systems,Processes,Hard,77,64,96.27,Low,3.04
1678,Machine Learning,Clustering,Medium,74,110,75.69,Medium,2.3
1679,Operating Systems,Processes,Medium,72,84,92.92,Low,2.35
1680,Databases,Joins,Hard,45,53,85.49,Low,3.39
1681,Operating Systems,Memory,Hard,78,163,76.44,Low,2.88
1682,Databases,Indexes,Medium,82,56,63.1,Medium,3.01
1683,Databases,Indexes,Hard,75,72,80.36,Medium,2.46
1684,DSA,Stack,Easy,91,31,95.7,High,1.65
1685,Operating Systems,Processes,Easy,51,119,60.24,High,2.73
1686,Machine Learning,Classification,Hard,80,94,87.7,Medium,2.88
1687,Databases,Indexes,Easy,93,25,62.9,High,2.72
1688,Databases,Normalization,Medium,67,117,96.68,Low,2.82
1689,Machine Learning,Neural Networks,Easy,55,165,67.0,High,2.89
1690,Python,Basics,Medium,44,84,83.94,Medium,1.95
1691,Machine Learning,SVM,Hard,73,125,57.61,Medium,3.49
1692,Operating Systems,Deadlocks,Hard,83,123,91.66,High,2.95
1693,Python,Modules,Medium,98,66,56.23,High,2.98
1694,Python,Exceptions,Hard,100,148,83.19,Low,2.95
1695,Machine Learning,Neural Networks,Medium,61,88,96.59,Low,2.98
1696,Databases,Joins,Hard,62,78,82.12,Medium,2.89
1697,Python,OOP,Medium,75,113,78.89,Medium,2.11
1698,Machine Learning,Classification,Hard,79,164,68.52,High,3.48
1699,DSA,Queue,Hard,55,112,94.47,High,2.84
1700,Machine Learning,Clustering,Medium,63,24,53.72,High,3.42
1701,Databases,Joins,Easy,52,68,67.5,Medium,2.72
1702,DSA,Trees,Medium,45,101,60.83,Low,3.94
1703,Machine Learning,SVM,Hard,90,71,93.42,High,2.91
1704,Python,Modules,Medium,74,83,86.82,High,1.77
1705,Databases,Joins,Hard,79,45,76.98,High,2.79
1706,Machine Learning,Neural Networks,Medium,53,38,65.47,High,3.02
1707,Operating Systems,Deadlocks,Easy,70,47,56.15,Low,3.18
1708,Machine Learning,Classification,Easy,75,97,93.53,Medium,1.71
1709,DSA,Graphs,Medium,51,125,59.63,High,3.0
1710,Python,Exceptions,Hard,76,61,91.44,High,2.52
1711,Operating Systems,Deadlocks,Medium,76,180,97.81,High,2.1
1712,Operating Systems,Threads,Easy,87,88,95.2,Low,1.7
1713,Machine Learning,Regression,Easy,61,118,93.33,Medium,1.29
1714,Python,Exceptions,Hard,64,151,53.86,Low,4.24
1715,Databases,Indexes,Easy,55,33,74.57,High,1.36
1716,DSA,Arrays,Easy,86,59,84.47,Medium,1.59
1717,Databases,Joins,Medium,93,41,76.7,High,2.31
1718,DSA,Arrays,Hard,71,127,89.4,Medium,2.39
1719,Python,Exceptions,Medium,89,168,83.85,High,1.79
1720,Machine Learning,SVM,Easy,72,98,67.87,Low,2.83
1721,Operating Systems,Deadlocks,Medium,57,21,89.24,Low,2.71
1722,Python,Modules,Easy,43,56,91.16,Medium,1.52
1723,DSA,Graphs,Hard,64,155,76.8,High,2.71
1724,Python,OOP,Hard,57,142,86.1,Low,2.98
1725,DSA,Queue,Easy,80,53,92.45,High,1.27
1726,Python,Basics,Hard,44,153,59.15,High,3.98
1727,Databases,SQL Basics,Easy,55,137,54.84,Medium,2.22
1728,Operating Systems,Memory,Medium,52,86,65.89,High,3.3
1729,Databases,Indexes,Easy,64,169,83.15,Low,1.79
1730,Operating Systems,Threads,Easy,82,92,52.49,Low,2.8
1731,Python,File Handling,Hard,79,149,98.51,High,2.61
1732,DSA,Arrays,Easy,80,80,99.92,Medium,1.3
1733,DSA,Stack,Medium,68,129,70.54,High,1.72
1734,Python,OOP,Medium,49,25,78.07,High,1.72
1735,Machine Learning,Classification,Easy,47,180,76.73,Low,2.32
1736,Machine Learning,Classification,Medium,76,119,80.6,Medium,2.34
1737,Python,OOP,Easy,47,100,70.21,Medium,1.53
1738,Databases,Indexes,Medium,43,104,66.54,Low,3.65
1739,Machine Learning,Regression,Medium,71,34,72.55,Low,2.63
1740,Machine Learning,SVM,Hard,68,91,65.69,High,3.66
1741,DSA,Linked List,Easy,42,111,77.63,High,1.98
1742,DSA,Trees,Medium,46,48,94.46,Medium,1.79
1743,DSA,Graphs,Easy,72,40,70.93,Low,1.92
1744,DSA,Queue,Easy,69,135,63.52,High,2.83
1745,Machine Learning,Classification,Easy,68,43,68.52,Medium,2.63
1746,Databases,Normalization,Easy,53,91,97.61,Low,2.17
1747,Machine Learning,Classification,Medium,80,88,94.48,High,1.95
1748,Python,OOP,Hard,96,140,68.05,Medium,3.89
1749,DSA,Arrays,Hard,76,120,56.14,High,3.47
